ID,var_rpta_alt,Prob_uno
412898#74358#1030690,0,0.21
394351#356334#723531,1,0.886
427997#1064479#15863,0,0.34
11333#455100#625241,0,0.1353
184619#1048493#31849,0,0.3413
41199#832445#247897,0,0.1421
61163#652574#427768,0,0.1797
141253#747177#333165,1,0.5564
208640#697055#383287,1,0.7378
279629#957774#122568,1,0.6626
319362#269118#813892,0,0.2587
536690#669731#410611,1,0.6268
419616#986221#94121,1,0.7227
472088#371383#708466,1,0.637
601930#409814#670105,1,0.5404
556090#66465#1038567,1,0.6489
440791#53169#1051780,1,0.5489
398568#601369#478973,0,0.3121
56571#296236#786866,0,0.4266
318962#985705#94637,1,0.5645
337249#929864#150478,0,0.3362
425062#308194#774925,1,0.675
471114#871115#209227,1,0.7101
558332#1029763#50579,1,0.7278
420991#869284#211058,0,0.2654
225182#1075150#5192,0,0.1366
199304#201309#886961,0,0.1366
544288#492193#588149,1,0.5822
274029#260782#822205,0,0.4425
575331#241418#841603,0,0.2536
248260#419250#660738,1,0.6877
52032#502645#577697,0,0.0912
244927#528095#552247,0,0.4901
299227#212628#870127,1,0.65
535781#670912#409430,1,0.5706
624962#476653#603689,0,0.1143
327632#231181#851648,1,0.6082
591688#954233#126109,0,0.4856
358604#1006936#73406,0,0.2533
353855#996239#84103,0,0.2356
399080#1067060#13282,0,0.4729
3749#831938#248404,0,0.3848
101835#688436#391906,0,0.4448
101541#1036082#44260,0,0.497
114431#731646#348696,0,0.0984
31945#492558#587784,0,0.1195
155083#408630#671288,1,0.504
110780#427705#652280,0,0.1579
303268#585864#494478,0,0.3513
305410#30366#1062838,0,0.0553
314671#666563#413779,1,0.631
591185#480003#600339,0,0.3287
525512#265769#817229,0,0.3741
610187#536750#543592,1,0.5871
36219#628529#451813,1,0.6545
248989#539078#541264,1,0.7085
603283#123352#964472,1,0.7762
610648#469831#610511,1,0.6142
321260#412169#667749,1,0.6883
127066#631019#449323,0,0.1705
193506#982956#97386,0,0.1142
481884#93722#994053,0,0.4838
449075#710332#370010,1,0.5538
578807#483094#597248,0,0.123
561008#106045#981736,1,0.6865
483700#768550#311792,1,0.5003
150928#860733#219609,0,0.3947
504871#835256#245086,1,0.6153
583142#872693#207649,0,0.1882
181073#600802#479540,0,0.0373
84636#903284#177058,0,0.3798
207796#572899#507443,1,0.5648
365070#964836#115506,1,0.6587
438943#743636#336706,0,0.218
13364#971058#109284,1,0.557
404400#811708#268634,0,0.3045
440843#951523#128819,0,0.445
155067#854928#225414,0,0.431
409673#890510#189832,0,0.3048
288518#36374#1068681,0,0.1262
271373#829898#250444,0,0.2315
16646#156967#931129,0,0.1865
217342#576662#503680,0,0.1967
147388#499486#580856,1,0.5468
34570#643509#436833,1,0.7761
95887#9311#876733,0,0.1143
245497#242040#840974,0,0.4281
201801#705206#375136,0,0.1592
283147#370131#709720,1,0.7959
303390#485992#594350,0,0.493
431178#764902#315440,1,0.6521
330864#527607#552735,0,0.3673
535434#594015#486327,0,0.1123
487750#227718#855111,0,0.4964
160088#869317#211025,0,0.4891
145665#608887#471455,0,0.3897
41976#140222#947880,1,0.577
163944#804074#276268,0,0.2261
240362#508267#572075,0,0.2967
129789#466506#613836,1,0.6935
467665#96012#991762,1,0.7198
345211#190960#897278,0,0.4661
101206#171526#916607,0,0.4493
39251#403387#676530,1,0.8197
156553#798482#281860,1,0.6883
114924#567381#512961,1,0.6771
143768#439849#640456,0,0.4563
263468#33864#1071164,0,0.3153
307111#33025#876386,0,0.0958
236788#680217#400125,1,0.649
399697#89612#1015701,0,0.3548
179562#838257#242085,0,0.1929
351813#363076#716778,1,0.5057
355170#401398#678515,0,0.4445
631948#367997#711866,0,0.4906
505977#235279#847602,0,0.3059
456458#472634#607708,1,0.7072
24971#723903#356439,0,0.3772
11033#311576#771568,0,0.4315
219403#723887#356455,0,0.3035
229735#1066780#13562,0,0.3719
154076#1054385#25957,0,0.2889
371891#284115#798940,0,0.4284
624550#356755#723108,1,0.6985
620793#1071295#9047,1,0.5642
455049#138938#949160,1,0.7682
423671#934976#145366,0,0.1175
273868#96931#990839,0,0.4967
77325#442452#637854,0,0.1778
162752#429805#650196,0,0.4898
286111#206800#875861,1,0.613
73517#209319#873410,1,0.7476
507270#77052#1028029,1,0.5308
285440#977251#103091,0,0.1921
313004#553810#526532,0,0.3129
18941#484066#596276,0,0.1594
600819#788144#292198,0,0.2663
598822#297444#785658,0,0.3026
601207#624835#455507,0,0.3633
313761#1044323#36019,1,0.632
632741#63273#1041720,0,0.2675
65399#176336#911769,1,0.5142
39745#1039098#41244,0,0.3946
211841#1029393#50949,0,0.3436
292722#837974#242368,0,0.4119
346816#40479#1064614,1,0.593
442730#613988#466354,1,0.611
486595#149467#938625,1,0.7189
361379#1051336#29006,1,0.7468
374603#315279#767861,1,0.7971
467417#116267#971550,1,0.8127
452908#27982#753576,1,0.8679
69758#1025943#54399,1,0.7274
171499#508818#571524,0,0.2813
5840#519566#560776,0,0.3377
103118#816415#263927,0,0.4748
221535#165224#922894,0,0.2509
161989#568550#511792,1,0.5157
26908#1037334#43008,0,0.286
139141#324156#758978,0,0.3704
259420#971474#108868,0,0.0689
80082#345515#735169,1,0.506
263328#625384#454958,1,0.7562
187505#451538#628822,0,0.3338
392726#607930#472412,0,0.0595
473463#1030911#49431,1,0.8682
529178#841729#238613,0,0.275
320367#222457#860335,0,0.4391
611664#1023431#56911,1,0.7372
388184#773686#306656,1,0.5338
312639#985033#95309,0,0.3306
526271#497402#582940,0,0.3538
39516#562089#518253,0,0.2413
391382#194799#893456,0,0.303
33623#468473#611869,1,0.7631
364177#1044719#35623,1,0.6991
486472#117981#969847,1,0.7603
572698#138908#949188,1,0.7803
149772#145537#942557,1,0.5509
633130#76780#1028294,1,0.6066
380718#322644#760494,1,0.6659
269252#118752#969079,1,0.8036
314599#21589#1005562,0,0.0718
634484#610850#469492,1,0.7667
530081#869206#211136,0,0.4314
492851#833590#246752,0,0.4356
59388#810524#269818,0,0.4848
292722#409547#670374,1,0.6649
34071#501084#579258,0,0.1801
50186#515614#564728,0,0.2021
446013#144165#943938,1,0.6628
305656#30372#1013970,0,0.0846
552092#775718#304624,0,0.4029
591801#585588#494754,0,0.3658
167842#955561#124781,0,0.1621
369115#872338#208004,0,0.4559
507834#86722#1018544,1,0.5199
171339#97802#989964,0,0.1253
132644#474731#605611,0,0.3881
43161#137225#950881,1,0.729
261039#973752#106590,0,0.4292
182634#626931#453411,0,0.2689
263947#758041#322301,0,0.2996
581566#798892#281450,1,0.5943
632775#787528#292814,1,0.9582
506892#368581#711278,1,0.5237
435849#251525#831474,1,0.8648
328141#161470#926640,1,0.907
206482#457571#622766,0,0.1682
213055#666429#413913,0,0.4886
444519#631958#448384,0,0.233
548795#88654#1016644,0,0.1351
555744#61639#1043342,1,0.6707
498784#1000770#79572,1,0.7128
60768#1032842#47500,0,0.4174
132817#140260#947842,1,0.6618
223635#848403#231939,0,0.3014
123797#257110#825865,1,0.6661
386347#365047#714810,1,0.5446
14924#150246#937847,0,0.3796
397362#190799#897440,0,0.3744
412727#976671#103671,1,0.6102
319530#1078351#1991,1,0.7682
566328#985351#94991,0,0.23
93429#126818#961020,0,0.4304
131136#250705#832296,1,0.8487
164778#531426#548916,0,0.1332
203726#945840#134502,0,0.1452
88945#134016#954005,0,0.438
179417#524436#555906,0,0.4729
350162#69767#1035285,0,0.2397
343537#264927#818064,0,0.2929
450601#838977#241365,0,0.4081
513274#304284#778823,1,0.5162
406855#755524#324818,1,0.7601
443646#910804#169538,0,0.2798
178937#567388#512954,0,0.3452
74551#638767#441575,0,0.3596
345279#899293#181049,0,0.1015
392637#326075#757061,0,0.3469
430862#197222#891037,0,0.2157
524837#265965#817034,0,0.472
343899#948740#131602,0,0.318
211886#1029460#50882,0,0.3731
275069#190438#897798,0,0.2532
365667#868870#211472,1,0.5647
96008#638003#442339,1,0.5821
243383#589935#490407,0,0.2823
115809#705238#375104,0,0.2733
186608#706907#373435,1,0.6894
626588#73738#1031310,0,0.3819
600911#543036#537306,1,0.5643
628227#535539#544803,0,0.3826
621187#886299#194043,1,0.6446
617237#661216#419126,1,0.7564
157093#591004#489338,0,0.1525
135346#707443#372899,1,0.5058
55263#753009#327333,0,0.4147
48881#852977#227365,0,0.499
22709#79317#1025848,0,0.2323
530063#662718#417624,1,0.5444
87077#102582#985194,0,0.4575
527947#634905#445437,1,0.691
519614#460807#619532,0,0.1176
292530#1030348#49994,0,0.3364
526353#778628#301714,0,0.3832
605970#868671#211671,0,0.279
480867#800380#279962,0,0.2899
143309#533482#546860,0,0.4731
380046#368829#711028,1,0.6067
228954#356627#723234,1,0.5334
520324#281156#801890,0,0.1551
559105#1029887#50455,0,0.1676
560790#193352#894895,0,0.3541
500205#93084#994683,1,0.6646
543788#15620#1001079,0,0.4811
217563#1076034#4308,0,0.3648
520586#75514#1029548,0,0.2121
377325#848997#231345,1,0.8346
625613#266491#816512,1,0.5199
601825#786931#293411,1,0.5837
42190#722740#357602,1,0.5285
161631#131883#956010,0,0.4089
238561#498149#582193,0,0.3918
216224#662369#417973,0,0.3877
34823#806923#273419,0,0.3725
399921#16658#1005914,1,0.6442
355887#719487#360855,1,0.6353
569058#254601#828390,1,0.8144
363118#510488#569854,0,0.111
500411#385531#694320,1,0.6775
479163#756849#323493,0,0.162
147599#687834#392508,1,0.5277
94936#626037#454305,1,0.6712
129597#672795#407547,0,0.4791
118037#36105#1068945,1,0.6046
199466#1013987#66355,1,0.6157
517606#484229#596113,0,0.2984
383351#122376#965440,1,0.7608
442460#97344#990422,1,0.8232
603229#294700#788395,0,0.3744
223847#721772#358570,1,0.5158
486335#836431#243911,0,0.4515
191757#219429#863358,1,0.618
579597#283948#799102,0,0.353
25607#559779#520563,1,0.5829
96768#358635#721225,0,0.3911
453622#784326#296016,1,0.6635
226949#123972#963859,1,0.8453
199195#140031#948074,1,0.5839
103113#503885#576457,0,0.4462
125542#795298#285044,0,0.3929
13272#407105#672816,0,0.4256
435721#70524#1034525,1,0.8858
493499#1000008#80334,0,0.445
523992#699201#381141,0,0.484
421743#752096#328246,0,0.3624
531231#778719#301623,1,0.7369
353699#116913#970899,1,0.8257
518373#1024841#55501,0,0.3468
309840#32351#884673,0,0.0319
130206#852605#227737,0,0.2629
200022#721052#359290,0,0.1268
71901#1042723#37619,0,0.3997
183031#340513#740132,1,0.5532
104039#787404#292938,0,0.4137
467505#729213#351129,1,0.5489
567056#168423#919710,0,0.3678
250023#152248#935849,1,0.7851
358820#999258#81084,0,0.327
399477#1045310#35032,0,0.3435
282584#28627#754217,1,0.7504
61741#396068#683838,1,0.594
23186#185558#902589,0,0.3274
112679#420990#658999,1,0.6435
463248#709438#370904,0,0.3904
319794#427686#652299,1,0.5709
444073#42074#1063030,1,0.6599
314451#26747#884999,0,0.1474
613038#323143#759988,1,0.5437
614976#772137#308205,1,0.5515
440313#806397#273945,0,0.4846
502156#887728#192614,0,0.4391
41587#463555#616787,0,0.3829
268377#740513#339829,0,0.4229
58983#692550#387792,1,0.578
481901#1011340#69002,0,0.4595
452737#316824#766324,1,0.5854
522714#1067441#12901,0,0.405
460052#153304#934803,1,0.5081
56435#899394#180948,0,0.4572
508010#405436#674488,1,0.7141
15019#569983#510359,0,0.3813
81062#454702#625641,1,0.8715
129759#196926#891333,0,0.4073
162162#573252#507090,0,0.1447
200402#545406#534936,0,0.3742
151408#1071541#8801,0,0.2622
502056#973742#106600,1,0.5307
279500#494538#585804,1,0.6671
253427#349026#731723,0,0.3912
614256#305999#777112,1,0.8876
420016#1065711#14631,0,0.4741
92749#1005481#74861,1,0.7073
552230#797445#282897,0,0.3114
409254#910944#169398,1,0.504
52853#286934#796127,0,0.1954
135322#239621#843398,1,0.6867
119180#1076592#3750,0,0.4301
239722#1002001#78341,1,0.5244
431954#528002#552340,0,0.41
166512#92879#994889,0,0.2877
252276#987425#92917,0,0.1111
561058#738820#341522,1,0.6248
278381#677883#402459,1,0.7381
356003#882728#197614,1,0.5288
167934#237429#845536,0,0.06
32996#459718#620625,0,0.4213
386654#389005#690852,1,0.5372
262529#477926#602416,0,0.4371
435666#396138#683769,1,0.5444
467809#397107#682794,1,0.8898
566816#443743#636578,1,0.6896
204100#484369#595973,0,0.2576
517134#140540#947566,0,0.3602
450127#682841#397501,0,0.4351
293683#802373#277969,0,0.4253
355949#397163#682738,1,0.6674
569307#557435#522907,0,0.0844
354271#383762#696094,1,0.6523
560726#296012#787092,1,0.5168
183982#36516#1068541,0,0.3397
397675#1045014#35328,0,0.3228
108457#737223#343119,1,0.6391
85521#623916#456426,0,0.4008
217176#1069255#11087,0,0.2366
54413#531047#549295,0,0.2392
402146#699654#380688,0,0.3389
412985#224568#858244,0,0.3255
559850#640104#440238,0,0.272
276111#90034#1015289,0,0.4356
467472#818860#261482,0,0.2327
483661#767981#312361,0,0.12
364323#373536#706317,1,0.5323
289205#808984#271358,0,0.4126
621138#82306#1022943,1,0.6526
215727#1033391#46951,0,0.4082
173093#162022#926084,1,0.8719
400344#965616#114726,0,0.2298
296351#866620#213722,0,0.4907
419931#381614#698239,0,0.4644
404836#362396#717459,1,0.8171
303307#7036#1073193,1,0.8019
541452#491891#588451,1,0.7608
262211#147370#940723,1,0.6321
385140#742317#338025,0,0.3011
318351#607863#472479,0,0.1915
224035#867211#213131,0,0.3482
267435#571492#508850,0,0.3095
138404#737322#343020,0,0.413
212441#435197#645009,1,0.7042
474106#184713#903429,1,0.5583
480796#894472#185870,0,0.2271
444691#124545#963281,0,0.4497
231558#563159#517183,0,0.2179
58321#711909#368433,1,0.7485
461397#950146#130196,0,0.4055
351106#295307#787789,1,0.8299
108194#652467#427875,0,0.2979
149887#237248#845710,0,0.2197
251085#968971#111371,0,0.1391
440176#102038#985732,1,0.6519
22194#836783#243559,0,0.483
22338#862816#217526,0,0.4581
632777#782034#298308,0,0.3736
307174#587630#492712,0,0.2226
202021#726239#354103,1,0.6115
130354#1058869#21473,1,0.5979
188770#2290#999815,0,0.3785
437784#576817#503525,0,0.0733
174378#411599#668321,0,0.3623
310855#814237#266105,1,0.7842
334332#273160#809857,0,0.3362
527487#49101#1055726,1,0.5151
335591#148366#939730,0,0.1717
364388#469901#610441,0,0.3947
623738#906013#174329,0,0.4159
17076#452969#627381,1,0.514
58445#259507#823479,0,0.4278
103929#204572#880681,1,0.6539
7004#702041#378301,0,0.2207
226275#87646#1017633,0,0.1663
182629#1079867#475,0,0.3655
437946#614184#466158,0,0.288
288958#388950#690908,0,0.4095
264815#4433#1009651,0,0.3997
414515#601412#478930,0,0.1124
315105#22268#1013473,0,0.0643
395779#837797#242545,0,0.3905
265204#512195#568147,0,0.4061
521562#697172#383170,0,0.1984
17274#968952#111390,0,0.2164
235316#702408#377934,0,0.4966
172740#231360#851476,1,0.7503
186435#1050102#30240,0,0.1182
591017#1013709#66633,0,0.3121
285094#132407#955513,0,0.3095
557917#204065#881185,1,0.6357
589145#1012034#68308,1,0.7101
527756#573792#506550,0,0.2388
263838#297321#785779,0,0.3554
438029#563847#516495,0,0.249
304080#273791#809224,1,0.5887
28186#177978#910138,1,0.6318
460439#837575#242767,1,0.9242
288518#992449#87893,1,0.5038
489197#993360#86982,0,0.3797
139965#310729#772405,0,0.4619
192728#113943#973870,1,0.5658
505456#762309#318033,1,0.5512
188344#121739#966080,0,0.3251
34273#262500#820483,1,0.5804
307698#732744#347598,1,0.6715
526965#1014487#65855,1,0.7009
630291#734378#345964,0,0.3712
304233#953309#127033,0,0.3039
438708#524580#555762,0,0.3684
148092#112269#975542,1,0.7833
70440#455877#624458,0,0.3662
206885#106385#981399,1,0.5136
407125#755905#324437,0,0.4249
304223#94842#992932,1,0.6429
477841#90119#1015200,0,0.4632
196912#400873#679037,0,0.384
504659#835314#245028,1,0.6137
208219#410127#669796,0,0.4904
126315#279269#803777,0,0.4284
22436#314111#769025,0,0.4739
374599#549606#530736,0,0.1477
304313#973343#106999,1,0.6896
493658#869423#210919,1,0.5384
60231#484721#595621,0,0.4018
10074#91326#996431,0,0.4442
543703#664842#415500,1,0.7698
513151#167884#920247,0,0.1293
488336#1011685#68657,1,0.5656
543138#458633#621711,0,0.1721
541331#213278#869474,0,0.3499
16340#218046#864722,1,0.7504
588686#788407#291935,0,0.267
131463#998543#81799,1,0.5599
104813#255481#827502,1,0.8381
354831#721007#359335,0,0.4606
363667#122148#965669,0,0.4567
8194#223955#858846,1,0.5767
200463#114477#973341,0,0.2401
204341#443766#636555,1,0.5963
234372#623502#456840,0,0.4325
30637#1015998#64344,1,0.5696
34094#1025971#54371,0,0.089
184995#510397#569945,0,0.1395
269565#1004181#76161,1,0.6834
332715#389039#690818,1,0.7353
329635#281047#801995,1,0.5453
597792#627622#452720,1,0.6332
311074#526000#554342,0,0.1572
93154#647560#432782,0,0.4073
204590#446525#633817,0,0.3515
50460#507615#572727,1,0.5805
298065#1072245#8097,0,0.4328
428008#1070973#9369,0,0.4726
511306#155036#933075,0,0.411
407452#755166#325176,0,0.3462
66737#88008#1017292,1,0.7671
375480#732168#348174,1,0.5666
387115#164375#923741,1,0.7519
591181#1068423#11919,1,0.5558
391308#606149#474193,1,0.7899
10822#488730#591612,1,0.5165
326087#827477#252865,1,0.6658
249149#508832#571510,1,0.537
292976#802273#278069,1,0.5136
496800#167548#920582,0,0.1256
537944#310321#772820,1,0.7446
406324#51592#1053350,1,0.5075
530543#692589#387753,1,0.598
191225#830909#249433,1,0.6008
545967#1075462#4880,1,0.5978
280104#992473#87869,0,0.4578
260193#602267#478075,0,0.1648
248943#622403#457939,0,0.1957
253978#991385#88957,0,0.2243
59963#489992#590350,0,0.2109
128594#635324#445018,0,0.3336
69384#695694#384648,0,0.2032
223683#728156#352186,0,0.3812
315416#2103#997235,0,0.3641
168723#1076651#3691,0,0.2846
510860#146047#942047,1,0.7883
525817#662943#417399,0,0.485
200898#106410#981375,0,0.3674
28066#785556#294786,0,0.1322
80694#550414#529928,1,0.5217
79044#804024#276318,1,0.584
159899#714107#366235,0,0.4099
392874#33930#1071096,1,0.6831
569292#975849#104493,0,0.4256
363052#1001514#78828,1,0.56
316685#493157#587185,1,0.6717
505384#1036616#43726,1,0.778
154494#870487#209855,0,0.3738
197268#144684#906243,0,0.0747
258929#464631#615711,0,0.1391
204442#487415#592927,0,0.3517
308842#31437#875929,0,0.3395
488152#748399#331943,0,0.2316
590328#593723#486619,0,0.3923
317425#243848#839150,0,0.1372
604573#750768#329574,1,0.6471
506135#233318#849511,1,0.8514
170784#998918#81424,0,0.4802
267263#943664#136678,1,0.5848
306479#725585#354757,1,0.6227
284030#884158#196184,0,0.2753
592257#829224#251118,1,0.5961
562588#240049#842975,1,0.5476
31938#634207#446135,0,0.3089
303211#520733#559609,0,0.1571
503974#304197#778909,1,0.7552
592761#417712#662286,1,0.8106
397564#718586#361756,1,0.5283
545214#11536#999428,1,0.6069
132635#321864#761282,0,0.3975
30205#508525#571817,0,0.2156
16276#382962#696889,0,0.2936
236969#782514#297828,1,0.6361
300250#459843#620499,0,0.2744
57749#712065#368277,0,0.2292
539596#888603#191739,0,0.4708
528268#694701#385641,0,0.443
294227#286752#796307,1,0.5641
567577#653979#426363,0,0.3994
416599#226371#856443,0,0.4078
585709#689468#390874,0,0.2954
621508#732947#347395,1,0.6857
388110#567403#512939,0,0.4127
159408#836473#243869,0,0.4653
463649#168851#919283,1,0.7107
246455#641942#438400,1,0.5947
47459#657512#422830,1,0.6417
139118#600618#479724,0,0.1999
258156#801343#278999,0,0.206
12434#634389#445953,1,0.5213
60665#729582#350760,0,0.3215
448005#631342#449000,0,0.2556
411914#906400#173942,0,0.3186
538858#49583#1055253,0,0.4311
353256#439208#641099,1,0.5195
160001#263223#819767,1,0.7452
368396#54278#1050667,0,0.2867
252538#811633#268709,0,0.4962
61262#652909#427433,0,0.3218
503202#545806#534536,0,0.4297
571342#340956#739687,0,0.3971
47738#177996#910120,1,0.5104
1082#493327#587015,0,0.0976
552737#358247#721617,1,0.6488
601602#171993#916132,1,0.5277
573449#821553#258789,1,0.5816
229057#442893#637412,0,0.2763
529498#778753#301589,1,0.6476
266781#970736#109606,0,0.4193
104996#355017#724852,0,0.4893
133016#487832#592510,0,0.2011
276441#588306#492036,0,0.3465
273114#598954#481388,0,0.3218
538352#72597#1032459,0,0.1601
530828#691056#389286,0,0.049
335141#66104#1038922,1,0.7929
569810#100158#987618,1,0.5041
629104#1064366#15976,1,0.675
255009#434238#645924,0,0.1045
577024#398582#681329,1,0.6736
108922#468249#612093,1,0.5764
314509#18977#1011710,0,0.2048
523575#151140#936955,1,0.8343
450068#684643#395699,0,0.4776
226745#257425#825556,0,0.311
